row_id,KQI_Degradate_Flag,E_RAB_Estab.-SR,RRC_Recon._rate,RRC_Estab.-SR,DL_PRB_avg_Utilz._rate,Maximum_num_of_users,Mean_num_of_users,UL_PRB_avg_Utilz._rate,UE_Context_DR,E_RAB_Context_DR,DL_avg_Pckt_delay,Inner_HO-SR,X2_HO-SR,RSRP_Coverage_rate,CQI_up_seven,RSSI,Avg_distance
355,1,0,0,2,2,2,2,2,0,0,0,0,2,2,1,0,2
356,1,2,0,2,2,2,2,2,0,0,0,2,2,2,1,2,2
357,1,0,0,2,2,2,2,2,0,0,1,1,2,2,1,1,2
358,1,0,1,1,2,2,2,2,0,0,1,0,2,2,2,2,2
359,1,0,0,0,2,2,2,2,0,0,0,2,1,2,1,1,2
360,1,0,0,1,2,2,2,2,0,0,1,2,2,2,1,1,0
361,1,0,0,2,2,2,2,2,0,0,1,0,1,0,2,2,0
362,1,1,0,2,2,2,2,2,0,0,0,0,2,2,1,0,2
363,1,0,1,1,2,2,2,2,0,0,2,2,0,1,2,2,1
364,1,0,0,2,2,2,2,2,0,0,2,0,2,2,2,1,2
365,1,0,0,2,2,2,2,2,0,0,1,0,2,2,1,0,2
366,1,2,0,2,2,2,2,2,0,2,0,0,2,1,1,1,2
367,1,1,0,2,2,2,2,2,0,1,0,2,0,0,0,2,0
368,1,0,0,0,2,2,2,2,0,0,1,2,2,2,1,1,1
369,1,0,2,2,2,2,2,2,0,0,1,0,2,2,1,1,1
370,1,0,0,2,2,2,2,2,0,0,1,0,1,2,1,0,2
371,1,1,0,1,2,2,2,2,0,0,1,0,2,0,2,2,0
372,1,1,0,2,2,2,2,2,0,0,0,2,2,2,0,1,2
373,1,1,0,1,2,2,2,2,0,0,0,0,2,2,1,0,2
374,1,1,0,2,2,2,2,2,0,0,0,1,2,2,0,1,2
375,1,0,0,2,2,2,2,2,0,0,1,2,0,2,0,0,2
376,1,0,0,1,2,2,2,2,0,0,0,2,2,2,1,0,2
377,1,2,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1
378,1,0,0,2,2,2,2,2,0,0,0,2,2,2,0,0,0
379,1,1,0,2,2,2,2,2,0,0,0,2,2,2,1,0,2
380,1,2,2,1,2,2,2,2,2,2,2,2,2,0,1,2,1
381,1,0,0,1,2,2,2,2,0,0,0,0,2,1,2,1,1
382,1,1,0,2,2,2,2,2,0,0,0,1,2,0,0,2,1
383,1,1,0,2,2,2,2,2,0,0,0,0,2,0,0,2,1
384,1,2,0,2,2,2,2,2,0,0,0,0,0,0,0,2,1
385,1,1,0,2,2,2,2,2,0,0,1,0,2,2,1,0,2
386,1,0,1,2,2,2,2,2,0,0,1,0,2,0,2,2,0
387,1,0,0,1,2,2,2,2,0,0,0,0,2,1,2,1,1
388,1,0,0,2,2,2,2,2,0,0,0,2,2,2,1,1,2
389,1,2,0,2,2,2,2,2,0,0,2,2,2,2,1,2,2
390,1,1,0,2,2,2,2,2,0,0,0,0,2,0,0,2,1
391,1,1,0,2,2,2,2,2,0,0,0,2,2,0,1,0,2
392,1,1,0,2,2,2,2,2,0,1,0,2,0,0,0,2,0
393,1,0,0,2,2,2,2,2,0,0,1,0,2,2,0,0,2
394,1,2,0,2,2,2,2,2,0,0,0,2,2,2,1,1,2
395,1,1,0,1,2,2,2,2,0,0,0,2,2,2,1,0,2
396,1,0,0,0,2,2,2,2,0,0,1,2,2,2,1,1,1
397,1,2,0,2,2,2,2,2,0,1,1,2,0,0,1,2,0
398,1,1,0,2,2,2,2,2,0,0,0,2,2,2,1,1,2
399,1,1,0,1,2,2,2,2,0,0,0,0,2,2,1,1,1
400,1,1,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1
401,1,0,0,0,2,2,2,2,0,0,0,0,2,2,2,1,2
402,1,2,0,2,2,2,2,2,0,2,0,2,0,0,0,2,0
403,1,0,0,2,2,2,2,2,2,2,1,2,2,2,1,2,2
404,1,1,0,1,2,2,2,2,0,0,2,2,2,2,2,1,2
405,1,0,0,1,2,2,2,2,0,0,1,0,2,0,1,0,2
406,1,1,0,2,2,2,2,2,0,0,0,2,2,2,2,0,2
407,1,2,0,1,2,2,2,2,0,0,1,2,2,0,0,2,2
408,1,0,2,2,2,2,2,2,2,2,1,0,2,0,2,2,0
409,1,0,0,0,2,2,2,2,0,0,1,0,1,1,2,2,0
410,1,2,1,2,2,2,2,2,2,2,0,2,2,2,2,0,2
411,1,2,2,2,2,2,2,2,2,2,0,2,0,1,0,2,1
412,1,2,0,2,2,2,2,2,0,2,2,2,2,0,1,2,2
413,1,2,1,2,2,2,2,2,0,0,0,2,2,2,2,0,2
414,1,0,1,1,2,2,2,2,0,0,1,1,2,2,2,2,2
415,1,0,1,0,2,2,2,2,0,0,0,0,2,2,2,1,2
416,1,1,0,2,2,2,2,2,0,0,0,0,2,2,1,0,2
417,1,1,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1
418,1,0,0,1,2,2,2,2,0,0,0,2,0,2,1,0,2
419,1,0,0,0,2,2,2,2,0,0,0,0,2,2,1,0,2
420,1,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,0
421,1,0,2,2,2,2,2,2,0,0,0,2,1,1,0,2,1
422,1,1,0,2,2,2,2,2,0,0,0,2,2,2,1,0,2
423,1,0,1,2,2,2,2,2,1,0,1,2,2,0,1,2,1
424,1,1,0,2,2,2,2,2,0,0,2,2,2,0,1,2,0
425,1,2,0,2,2,2,2,2,0,0,0,0,1,0,0,2,1
426,1,0,0,0,2,2,2,2,0,0,0,2,2,2,1,0,2
427,1,1,0,2,2,2,2,2,0,0,0,2,0,0,1,0,2
428,1,1,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1
429,1,2,1,2,2,2,2,2,0,0,2,1,2,1,2,2,2
430,1,1,0,2,2,2,2,2,0,0,0,0,2,2,2,0,2
431,1,0,2,2,2,2,2,2,0,0,0,0,2,0,2,2,0
432,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
433,1,1,0,2,2,2,2,2,0,0,0,0,2,2,1,0,2
434,1,1,0,2,2,2,2,2,0,0,0,1,2,2,1,0,2
435,1,0,0,1,2,2,2,2,0,0,0,2,2,2,1,0,2
436,1,0,1,2,2,2,2,2,0,0,0,2,2,0,2,2,0
437,1,0,0,1,2,2,2,2,0,0,1,2,1,2,1,0,2
438,1,1,1,2,2,2,2,2,0,0,0,0,2,0,0,2,1
439,1,0,0,2,2,2,2,2,0,0,1,0,2,0,1,0,2
440,1,0,0,2,2,2,2,2,0,0,1,2,2,2,1,1,2
441,1,2,2,2,2,2,2,2,2,2,1,2,2,0,1,2,2
442,1,2,2,1,2,2,2,2,2,2,1,2,2,0,2,2,2
443,1,2,1,2,2,2,2,2,0,0,0,2,2,1,0,1,0
444,1,2,1,2,2,2,2,2,2,2,0,2,2,2,1,0,2
445,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,1
446,1,2,1,2,2,2,2,2,0,2,1,0,2,0,0,2,0
447,1,2,1,2,2,2,2,2,1,2,0,2,2,1,0,1,0
448,1,2,2,2,2,2,2,2,0,0,0,2,2,1,0,1,1
449,1,2,2,2,2,2,2,2,1,0,0,2,2,1,0,1,1
450,1,0,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2
451,1,2,0,2,2,2,2,2,2,2,0,2,2,0,1,2,1
452,1,2,1,2,2,2,2,2,2,2,0,2,2,1,0,1,1
453,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
454,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,1
455,1,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,1
456,1,2,2,2,2,2,2,2,0,0,1,2,2,0,0,2,1
457,1,2,2,2,2,2,2,2,0,1,2,2,2,0,1,2,2
458,1,1,2,0,2,2,2,2,0,0,2,2,2,0,0,2,2
459,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,1
460,1,2,2,2,2,2,2,2,0,0,0,2,1,1,0,1,1
461,1,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1
462,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2
463,1,1,0,2,2,2,2,2,0,0,0,0,2,2,2,0,2
464,1,1,0,2,2,2,2,2,0,0,1,0,2,0,1,0,2
465,1,2,2,2,2,2,2,2,1,2,0,2,2,0,0,2,1
466,1,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2
467,1,2,0,2,2,2,2,2,0,0,0,0,2,0,1,2,1
468,1,2,0,2,2,2,2,2,0,0,0,2,2,2,2,0,2
469,1,2,2,1,2,2,2,2,1,2,2,2,2,0,1,2,0
470,1,0,0,0,2,2,2,2,0,2,2,0,2,2,2,1,2
471,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1
472,1,2,0,2,2,2,2,2,0,0,0,0,2,2,1,2,1
473,1,0,0,1,2,2,2,2,0,0,0,2,0,0,1,0,2
474,1,0,0,2,2,2,2,2,0,0,0,0,2,2,1,0,2
475,1,1,1,2,2,2,2,2,0,2,0,2,2,1,0,2,1
476,1,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,2
477,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
478,1,0,0,2,2,2,2,2,0,0,0,2,2,2,2,0,2
479,1,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2
480,1,2,1,2,2,2,2,2,0,2,0,2,2,2,2,0,2
481,1,1,2,2,2,2,2,2,0,0,1,2,2,2,1,1,2
482,1,0,0,1,2,2,2,2,0,0,0,0,0,2,1,1,2
483,1,2,0,2,2,2,2,2,2,2,0,2,2,0,0,2,0
484,1,0,1,0,2,2,2,2,0,0,0,2,2,2,1,0,2
485,1,0,0,0,2,2,2,2,0,0,0,2,0,2,1,0,2
486,1,0,0,1,2,2,2,2,0,0,0,0,0,2,1,2,2
487,1,0,0,1,2,2,2,2,0,0,1,2,1,2,1,0,2
488,1,1,0,2,2,2,2,2,1,0,0,2,2,2,2,0,2
489,1,0,0,0,2,2,2,2,0,0,1,2,2,2,2,2,2
490,1,2,0,2,2,2,2,2,0,2,1,2,1,0,1,2,0
491,1,0,0,0,2,2,2,2,0,0,0,2,2,2,1,0,2
492,1,1,0,2,2,2,2,2,0,0,0,0,2,2,1,0,2
493,1,0,1,2,2,2,2,2,0,2,2,0,2,2,2,2,1
494,1,2,0,1,2,2,2,2,0,0,0,0,2,2,1,0,2
495,1,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,0
496,1,0,0,1,2,2,2,2,0,0,0,2,1,2,1,0,2
497,1,1,0,1,2,2,2,2,0,0,0,0,2,2,1,0,2
498,1,0,0,2,2,2,2,2,0,0,1,2,2,2,2,1,2
499,1,1,0,2,2,2,2,2,0,0,0,2,2,2,1,0,2
500,1,1,2,2,2,2,2,2,0,0,1,0,1,0,2,2,0
501,1,1,0,1,2,2,2,2,0,0,1,0,1,2,1,2,2
502,1,2,0,2,2,2,2,2,0,2,2,0,2,0,1,2,1
503,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1
504,1,2,2,2,1,1,1,2,2,2,2,2,0,2,1,0,2
505,1,2,0,2,2,2,2,2,2,2,0,2,2,0,0,2,2
506,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
507,1,2,2,2,2,2,2,2,0,0,2,1,2,0,0,2,1
508,1,1,2,2,2,2,2,2,0,2,2,2,2,1,1,2,2
509,1,0,0,2,2,2,2,2,0,0,2,1,2,0,2,2,1
510,1,0,0,0,2,2,2,2,0,0,2,2,2,0,1,2,2
511,1,0,0,2,2,2,2,2,0,0,2,2,2,0,2,2,1
512,1,2,2,2,2,2,2,2,0,0,1,0,2,0,0,2,2
513,1,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2
514,1,2,2,0,2,2,2,2,0,0,2,2,2,0,0,2,2
515,1,2,0,1,2,2,2,2,0,0,2,2,2,0,0,2,2
516,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2
517,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,0
518,1,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,0
519,1,2,0,1,2,2,2,2,2,2,0,2,2,1,2,2,0
520,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0
521,1,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,0
522,1,2,1,2,2,2,2,2,0,1,0,2,2,1,1,2,0
523,1,2,0,2,2,2,2,2,2,2,0,2,2,0,1,2,0
524,1,2,0,2,2,2,2,2,2,2,0,2,2,2,1,2,1
525,1,2,0,2,2,2,2,2,2,2,0,2,2,1,1,2,0
526,1,2,0,2,2,2,2,2,0,0,2,0,2,0,1,2,1
527,1,0,0,2,2,2,2,2,2,2,2,0,1,0,2,2,0
528,1,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2
529,1,2,2,2,2,2,2,2,2,2,1,2,2,0,0,2,2
530,1,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,0
531,1,2,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2
532,1,2,0,0,2,2,2,2,0,0,2,2,0,0,0,2,2
533,1,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,1
534,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,2,1
535,1,2,0,2,2,2,2,2,0,0,2,2,2,0,1,2,2
536,1,2,2,2,2,2,2,2,0,0,1,2,2,0,1,2,2
537,1,2,2,2,2,2,2,2,2,2,1,2,2,0,0,2,2
538,1,2,0,2,2,2,2,2,0,0,0,2,2,0,1,2,1
539,1,2,2,1,2,2,2,2,2,2,1,0,2,2,2,0,2
540,1,2,2,2,2,2,2,2,0,2,2,0,2,1,2,0,2
541,1,2,0,2,2,2,2,2,2,2,2,2,2,0,1,2,2
542,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
543,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
544,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2
545,1,2,1,2,2,2,2,2,2,2,0,2,2,2,0,2,2
546,1,2,0,2,2,2,2,2,2,2,0,2,2,0,0,2,2
547,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
548,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
549,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
550,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
551,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
552,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
553,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
554,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1
555,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
556,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
557,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
558,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
559,0,2,2,2,2,1,1,2,2,2,0,2,2,1,2,2,1
560,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
561,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
562,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
563,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
564,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
565,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
566,0,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2
567,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
568,0,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,1
569,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
570,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
571,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
572,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
573,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
574,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
575,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
576,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
577,0,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2
578,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
579,0,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2
580,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2
581,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
582,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
583,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
584,0,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
585,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
586,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
587,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
588,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
589,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
590,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
591,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
592,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
593,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
594,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
595,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
596,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2
597,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
598,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
599,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
600,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
601,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
602,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
603,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
604,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
605,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
606,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
607,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
608,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
609,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
610,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
611,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
612,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
613,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
614,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
615,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
616,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
617,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
618,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
619,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
620,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
621,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
622,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
623,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
624,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
625,0,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2
626,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
627,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
628,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
629,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
630,0,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2
631,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
632,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
633,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
634,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
635,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
636,0,2,2,2,2,0,1,2,2,2,1,2,2,2,2,2,2
637,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
638,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
639,0,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2
640,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
641,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
642,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
643,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
644,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
645,0,2,2,2,2,1,2,2,0,0,2,2,2,2,2,2,2
646,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
647,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
648,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
649,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
650,0,2,2,2,2,2,2,2,0,0,2,2,2,2,1,2,2
651,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
652,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
653,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
654,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
655,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
656,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2
657,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
658,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
659,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
660,0,2,2,2,2,2,2,2,1,1,0,2,2,0,2,2,2
661,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
662,0,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2
663,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
664,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
665,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
666,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
667,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
668,0,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2
669,0,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2
670,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
671,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
672,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
673,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
674,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
675,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
676,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
677,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
678,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
679,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
680,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
681,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2
682,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
683,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
684,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
685,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
686,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
687,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
688,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
689,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
690,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
691,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
692,0,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
693,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
694,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
695,0,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2
696,0,2,2,2,2,2,2,2,1,2,2,2,2,0,1,2,2
697,0,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2
698,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
699,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
700,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
701,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
702,0,2,1,2,2,2,2,2,2,2,0,2,2,1,2,2,2
703,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
704,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
705,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
706,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
707,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
708,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
709,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
710,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
711,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
712,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
713,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
714,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
715,0,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2
716,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
717,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
718,0,2,1,2,2,2,2,2,0,0,1,2,2,0,2,2,2
719,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2
720,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2
721,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2
722,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
723,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
724,0,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2
725,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
726,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
727,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2
728,0,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2
729,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
730,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
731,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
732,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
733,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
734,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
735,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
736,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
737,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
